,Date,Route,SailingTime,Vessel,ScheduledDeparture,ActualDeparture,ETA(Arrival.Time),Status,24HourDeparture,Traffic,WindSpeed_kph,Delay,Temperature
1603,1719,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 PM,9:06 PM,10:36 PM,On Time,2100,2,5,6,15
1604,1720,2016-09-16,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,10:10 AM,10:41 AM,...,Operational Delay,1010,1,2,31,18
1605,1721,2016-09-16,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,4:05 PM,4:27 PM,...,Traffic delays,1605,1,2,22,17
1606,1722,2016-09-16,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,7:40 PM,8:12 PM,...,Traffic delays,1940,2,1,32,15
1607,1723,2016-09-16,Tsawwassen to Duke Point,2 hours,Queen of Alberni,5:15 AM,5:13 AM,7:18 AM,On Time,515,1,6,-2,15
1608,1724,2016-09-16,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,7:45 AM,7:47 AM,9:48 AM,On Time,745,2,0,2,16
1609,1725,2016-09-16,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:17 AM,12:22 PM,On Time,1015,1,2,2,18
1610,1726,2016-09-16,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,12:45 PM,12:58 PM,2:51 PM,Traffic delays,1245,1,2,13,20
1611,1727,2016-09-16,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:26 PM,5:21 PM,Traffic delays,1515,1,2,11,18
1612,1728,2016-09-16,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,5:45 PM,5:55 PM,7:53 PM,Traffic delays,1745,2,6,10,17
1613,1729,2016-09-16,Tsawwassen to Duke Point,2 hours,Queen of Alberni,8:15 PM,8:19 PM,10:21 PM,On Time,2015,1,2,4,14
1614,1730,2016-09-16,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,10:45 PM,10:45 PM,ETA: 12:45 AM,On Time,2245,5,1,0,14
1615,1731,2016-09-16,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 AM,6:59 AM,7:35 AM,On Time,700,1,0,-1,16
1616,1732,2016-09-16,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 AM,8:57 AM,9:32 AM,On Time,900,1,2,-3,17
1617,1733,2016-09-16,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:00 AM,10:58 AM,11:35 AM,On Time,1100,1,3,-2,20
1618,1734,2016-09-16,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:00 PM,1:04 PM,1:37 PM,On Time,1300,1,3,4,19
1619,1735,2016-09-16,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,3:05 PM,3:39 PM,On Time,1500,1,2,5,18
1620,1736,2016-09-16,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,5:02 PM,5:37 PM,On Time,1700,3,6,2,17
1621,1737,2016-09-16,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,7:01 PM,7:35 PM,On Time,1900,4,1,1,15
1622,1738,2016-09-16,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,8:59 PM,9:36 PM,On Time,2100,2,5,-1,15
1623,1739,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:10 AM,5:07 AM,...,On Time,510,1,6,-3,15
1624,1740,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,5:20 AM,5:19 AM,...,On Time,520,1,6,-1,15
1625,1741,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,8:30 AM,8:28 AM,9:13 AM,On Time,830,1,2,-2,17
1626,1742,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,9:10 AM,9:08 AM,...,On Time,910,2,2,-2,17
1627,1743,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,10:25 AM,10:23 AM,...,On Time,1025,1,2,-2,18
1628,1744,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:20 PM,2:19 PM,3:03 PM,On Time,1420,1,2,-1,18
1629,1745,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,3:35 PM,3:38 PM,...,On Time,1535,1,2,3,18
1630,1746,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,4:10 PM,4:14 PM,...,On Time,1610,1,2,4,17
1631,1747,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:35 PM,6:41 PM,7:23 PM,On Time,1835,3,2,6,15
1632,1748,2016-09-16,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:55 PM,8:27 PM,...,Traffic delays,1955,2,1,32,15
1633,1749,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:02 AM,8:33 AM,On Time,700,1,0,2,16
1634,1750,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 AM,8:07 AM,9:35 AM,On Time,800,1,2,7,17
1635,1751,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 AM,9:04 AM,10:37 AM,On Time,900,1,2,4,17
1636,1752,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:04 AM,12:33 PM,On Time,1100,1,3,4,20
1637,1753,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:05 PM,1:35 PM,On Time,1200,2,2,5,20
1638,1754,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,1:00 PM,1:07 PM,2:33 PM,On Time,1300,1,3,7,19
1639,1755,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,2:00 PM,2:07 PM,3:38 PM,On Time,1400,1,2,7,18
1640,1756,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:09 PM,4:39 PM,On Time,1500,1,2,9,18
1641,1757,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,4:00 PM,4:09 PM,5:37 PM,On Time,1600,1,2,9,17
1642,1758,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,5:00 PM,5:12 PM,6:43 PM,Traffic delays,1700,3,6,12,17
1643,1759,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,6:00 PM,6:04 PM,7:35 PM,On Time,1800,2,2,4,15
1644,1760,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:10 PM,8:41 PM,Traffic delays,1900,4,1,10,15
1645,1761,2016-09-16,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 PM,9:03 PM,10:35 PM,On Time,2100,2,5,3,15
1646,1762,2016-09-16,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,5:15 AM,5:18 AM,7:21 AM,On Time,515,1,6,3,15
1647,1763,2016-09-16,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:44 AM,9:48 AM,On Time,745,2,0,-1,16
1648,1764,2016-09-16,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,10:18 AM,12:21 PM,On Time,1015,1,2,3,18
1649,1765,2016-09-16,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:54 PM,2:58 PM,On Time,1245,1,2,9,20
1650,1766,2016-09-16,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,3:32 PM,5:26 PM,Traffic delays,1515,1,2,17,18
1651,1767,2016-09-16,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:53 PM,...,On Time,1745,2,6,8,17
1652,1768,2016-09-16,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,8:15 PM,8:22 PM,10:21 PM,On Time,2015,1,2,7,14
1653,1769,2016-09-16,Duke Point to Tsawwassen,2 hours,Queen of Alberni,10:45 PM,10:43 PM,ETA: 12:45 AM,On Time,2245,5,1,-2,14
1654,1770,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,6:20 AM,6:23 AM,8:07 AM,On Time,620,1,2,3,15
1655,1771,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:29 AM,10:11 AM,On Time,830,1,2,-1,17
1656,1772,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,10:40 AM,10:40 AM,12:22 PM,On Time,1040,1,2,0,18
1657,1773,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,12:00 PM,12:01 PM,1:43 PM,On Time,1200,2,2,1,20
1658,1774,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:50 PM,2:35 PM,On Time,1250,1,2,0,20
1659,1775,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,3:10 PM,3:14 PM,4:57 PM,Traffic delays,1510,1,2,4,18
1660,1776,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:25 PM,7:09 PM,Traffic delays,1720,1,6,5,17
1661,1777,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,7:30 PM,7:40 PM,9:19 PM,Traffic delays,1930,3,1,10,15
1662,1778,2016-09-16,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:41 PM,11:23 PM,Traffic delays,2130,2,5,11,15
1663,1779,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,6:01 AM,6:21 AM,On Time,600,1,2,1,15
1664,1780,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:00 AM,7:00 AM,7:20 AM,On Time,700,1,0,0,16
1665,1781,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,8:03 AM,8:23 AM,On Time,800,1,2,3,17
1666,1782,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:05 AM,9:07 AM,9:27 AM,On Time,905,1,2,2,17
1667,1783,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,10:05 AM,10:07 AM,10:28 AM,On Time,1005,1,2,2,18
1668,1784,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,11:05 AM,11:11 AM,11:33 AM,On Time,1105,1,3,6,20
1669,1785,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,12:10 PM,12:17 PM,12:37 PM,On Time,1210,1,2,7,20
1670,1786,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,2:35 PM,2:34 PM,2:55 PM,On Time,1435,1,2,-1,18
1671,1787,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,3:45 PM,3:45 PM,4:07 PM,On Time,1545,1,2,0,18
1672,1788,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,4:45 PM,4:51 PM,5:14 PM,On Time,1645,2,2,6,17
1673,1789,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,5:50 PM,5:54 PM,6:15 PM,On Time,1750,2,6,4,17
1674,1790,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:50 PM,6:52 PM,7:14 PM,On Time,1850,3,2,2,15
1675,1791,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:50 PM,7:52 PM,8:13 PM,On Time,1950,2,1,2,15
1676,1792,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:40 PM,8:47 PM,9:07 PM,On Time,2040,3,2,7,14
1677,1793,2016-09-16,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:40 PM,9:39 PM,10:00 PM,On Time,2140,3,5,-1,15
1678,1794,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,6:20 AM,6:21 AM,8:00 AM,On Time,620,1,2,1,15
1679,1795,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,8:30 AM,8:31 AM,10:11 AM,On Time,830,1,2,1,17
1680,1796,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,10:40 AM,10:41 AM,12:21 PM,On Time,1040,1,2,1,18
1681,1797,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,12:50 PM,12:53 PM,2:35 PM,On Time,1250,1,2,3,20
1682,1798,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,3:10 PM,3:14 PM,4:56 PM,On Time,1510,1,2,4,18
1683,1799,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,4:20 PM,4:45 PM,6:23 PM,Traffic delays,1620,1,2,25,17
1684,1800,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,5:20 PM,5:29 PM,7:11 PM,On Time,1720,1,6,9,17
1685,1801,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,7:30 PM,7:43 PM,9:22 PM,Traffic delays,1930,3,1,13,15
1686,1802,2016-09-16,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,9:30 PM,9:50 PM,11:29 PM,Traffic delays,2130,2,5,20,15
1687,1803,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:20 AM,7:24 AM,8:03 AM,On Time,720,1,0,4,16
1688,1804,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:25 AM,9:28 AM,10:09 AM,On Time,925,1,2,3,17
1689,1805,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,11:30 AM,11:42 AM,12:23 PM,Traffic delays,1130,1,3,12,20
1690,1806,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,1:35 PM,1:57 PM,...,Traffic delays,1335,1,3,22,19
1691,1807,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Cowichan,2:10 PM,2:22 PM,3:17 PM,Operational delay,1410,1,2,12,18
1692,1808,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,3:50 PM,4:15 PM,4:57 PM,Traffic delays,1550,1,2,25,18
1693,1809,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,5:50 PM,6:19 PM,6:59 PM,Traffic delays,1750,2,6,29,17
1694,1810,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:50 PM,8:22 PM,9:03 PM,Traffic delays,1950,2,1,32,15
1695,1811,2016-09-16,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:45 PM,10:19 PM,10:59 PM,Traffic delays,2145,1,5,34,15
1696,1812,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:20 AM,6:20 AM,7:04 AM,On Time,620,1,2,0,15
1697,1813,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:25 AM,8:25 AM,9:09 AM,On Time,825,2,2,0,17
1698,1814,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:25 AM,10:34 AM,11:17 AM,On Time,1025,1,2,9,18
1699,1815,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,12:35 PM,12:51 PM,1:33 PM,Traffic delays,1235,1,2,16,20
1700,1816,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,2:45 PM,3:04 PM,3:43 PM,Traffic delays,1445,2,2,19,18
1701,1817,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Cowichan,3:15 PM,3:39 PM,4:19 PM,Traffic delays,1515,1,2,24,18
1702,1818,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,4:50 PM,5:15 PM,5:55 PM,Traffic delays,1650,2,2,25,17
1703,1819,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:50 PM,7:18 PM,7:59 PM,Traffic delays,1850,3,2,28,15
1704,1820,2016-09-16,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:45 PM,9:20 PM,10:03 PM,Traffic delays,2045,2,2,35,14
1705,1821,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 AM,7:00 AM,8:34 AM,On Time,700,1,5,0,12
1706,1822,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 AM,9:06 AM,10:36 AM,On Time,900,1,5,6,12
1707,1823,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,10:00 AM,10:02 AM,11:36 AM,On Time,1000,1,4,2,12
1708,1824,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,11:00 AM,11:02 AM,12:34 PM,On Time,1100,1,1,2,13
1709,1825,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,1:00 PM,1:07 PM,2:42 PM,On Time,1300,1,4,7,14
1710,1826,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,2:00 PM,2:07 PM,3:37 PM,On Time,1400,1,4,7,13
1711,1827,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,3:00 PM,3:01 PM,4:38 PM,On Time,1500,1,2,1,14
1712,1828,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,5:00 PM,5:08 PM,6:42 PM,On Time,1700,1,1,8,16
1713,1829,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 PM,7:11 PM,8:44 PM,Traffic delays,1900,3,4,11,13
1714,1830,2016-09-17,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 PM,9:03 PM,10:34 PM,On Time,2100,1,3,3,13
1715,1831,2016-09-17,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,8:35 AM,8:40 AM,...,On Time,835,1,5,5,12
1716,1832,2016-09-17,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,12:15 PM,12:17 PM,1:48 PM,On Time,1215,1,2,2,14
1717,1833,2016-09-17,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,8:45 PM,9:10 PM,...,Operational delay,2045,2,3,25,13
1718,1834,2016-09-17,Tsawwassen to Duke Point,2 hours,Queen of Alberni,5:15 AM,5:15 AM,7:24 AM,On Time,515,1,1,0,12
1719,1835,2016-09-17,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,7:45 AM,7:47 AM,9:55 AM,On Time,745,1,5,2,12
1720,1836,2016-09-17,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:15 AM,12:20 PM,On Time,1015,1,4,0,12
1721,1837,2016-09-17,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,12:45 PM,12:47 PM,2:50 PM,On Time,1245,1,2,2,14
1722,1838,2016-09-17,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:17 PM,5:17 PM,On Time,1515,1,2,2,14
1723,1839,2016-09-17,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,5:45 PM,5:50 PM,7:56 PM,On Time,1745,3,1,5,16
1724,1840,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 AM,7:00 AM,7:35 AM,On Time,700,1,5,0,12
1725,1841,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,8:30 AM,8:31 AM,9:06 AM,On Time,830,1,5,1,12
1726,1842,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,10:00 AM,10:11 AM,10:46 AM,Operational delay,1000,1,4,11,12
1727,1843,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:30 AM,11:41 AM,12:15 PM,Operational delay,1130,1,1,11,13
1728,1844,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:10 PM,1:10 PM,1:43 PM,On Time,1310,2,4,0,14
1729,1845,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,2:59 PM,3:33 PM,On Time,1500,1,2,-1,14
1730,1846,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,4:58 PM,5:33 PM,On Time,1700,1,1,-2,16
1731,1847,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,6:59 PM,7:36 PM,On Time,1900,3,4,-1,13
1732,1848,2016-09-17,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,8:59 PM,9:33 PM,On Time,2100,1,3,-1,13
1733,1849,2016-09-17,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:40 AM,5:39 AM,...,On Time,540,1,1,-1,12
1734,1850,2016-09-17,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,5:50 AM,5:49 AM,...,On Time,550,1,1,-1,12
1735,1851,2016-09-17,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,8:15 AM,8:14 AM,...,On Time,815,1,5,-1,12
1736,1852,2016-09-17,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,9:35 AM,9:36 AM,...,On Time,935,1,5,1,12
1737,1853,2016-09-17,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:30 PM,2:30 PM,...,On Time,1430,1,4,0,13
1738,1854,2016-09-17,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,4:00 PM,3:59 PM,...,On Time,1600,1,1,-1,16
1739,1855,2016-09-17,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:35 PM,6:35 PM,...,On Time,1835,3,1,0,14
1740,1856,2016-09-17,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:10 PM,7:08 PM,...,On Time,1910,3,4,-2,13
1741,1857,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:02 AM,8:35 AM,On Time,700,1,5,2,12
1742,1858,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 AM,8:02 AM,9:36 AM,On Time,800,1,5,2,12
1743,1859,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 AM,9:02 AM,10:37 AM,On Time,900,1,5,2,12
1744,1860,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:09 AM,12:40 PM,On Time,1100,1,1,9,13
1745,1861,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:04 PM,1:35 PM,On Time,1200,1,2,4,14
1746,1862,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,1:00 PM,12:59 PM,2:31 PM,On Time,1300,1,4,-1,14
1747,1863,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:09 PM,4:40 PM,On Time,1500,1,2,9,14
1748,1864,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,5:00 PM,5:06 PM,6:38 PM,On Time,1700,1,1,6,16
1749,1865,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:06 PM,8:41 PM,On Time,1900,3,4,6,13
1750,1866,2016-09-17,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 PM,9:04 PM,10:45 PM,On Time,2100,1,3,4,13
1751,1867,2016-09-17,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,5:15 AM,5:16 AM,7:23 AM,On Time,515,1,1,1,12
1752,1868,2016-09-17,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:45 AM,9:52 AM,On Time,745,1,5,0,12
1753,1869,2016-09-17,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,10:18 AM,12:23 PM,On Time,1015,1,4,3,12
1754,1870,2016-09-17,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:44 PM,2:49 PM,On Time,1245,1,2,-1,14
1755,1871,2016-09-17,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,3:18 PM,5:25 PM,On Time,1515,1,2,3,14
1756,1872,2016-09-17,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:43 PM,7:46 PM,On Time,1745,3,1,-2,16
1757,1873,2016-09-17,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,6:20 AM,6:24 AM,8:06 AM,On Time,620,1,2,4,12
1758,1874,2016-09-17,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:29 AM,10:13 AM,On Time,830,1,5,-1,12
1759,1875,2016-09-17,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,10:40 AM,10:40 AM,12:23 PM,On Time,1040,2,4,0,12
1760,1876,2016-09-17,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,1:02 PM,2:48 PM,Traffic delays,1250,1,2,12,14
1761,1877,2016-09-17,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,3:10 PM,3:10 PM,4:52 PM,On Time,1510,1,2,0,14
1762,1878,2016-09-17,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:28 PM,7:11 PM,On Time,1720,1,1,8,16
1763,1879,2016-09-17,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,7:30 PM,7:29 PM,...,On Time,1930,3,4,-1,13
1764,1880,2016-09-17,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:34 PM,11:17 PM,On Time,2130,5,3,4,13
1765,1881,2016-09-17,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,6:00 AM,6:21 AM,On Time,600,1,2,0,12
1766,1882,2016-09-17,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,8:01 AM,8:21 AM,On Time,800,1,5,1,12
1767,1883,2016-09-17,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:05 AM,9:05 AM,9:26 AM,On Time,905,1,5,0,12
